0,0
1,0
2,0
3,0
4,0.009632
5,0.000136
6,0.042824
7,0.000136
8,0.04704
9,0.000464
10,0.035328
11,0.000792
12,0.047264
13,0.000752
14,0.059264
15,0.000504
16,0.095664
17,0.000704
18,0.082832
19,0.001504
20,0.200832
21,0.002088
22,0.29616
23,0.050664
24,0.084504
25,0.039536
26,0.096896
27,0.000576
28,0.048496
29,0.0366
30,0.032832
31,0.013088
32,0.027008
33,0
34,0.000648
35,0.3016
36,0.191656
37,0.488768
38,1.0598
39,1.95962
40,0.269448
41,0.630288
42,0.375736
43,0.818616
44,0.774064
45,0.896576
46,1.29167
47,0.419
48,0.542944
49,0.250528
50,0.180712
51,0.11948
52,0.209104
53,0.166952
54,0.094688
55,0.170544
56,0.01672
57,0.12028
58,0.027768
59,0.88464
