4.00531	12
4.00532	5
6.02069	5
6.04069	6
6.04569	6
8.06072	6
8.09067	8
8.10567	10
8.14027	10
8.53257	12
8.53258	12
10.0911	12
10.121	17
10.1706	14
10.5456	14
10.5457	14
10.5457	14
10.5457	14
12.1065	13
12.1588	18
12.211	18
12.396	25
12.396	20
14.2364	19
14.6364	22
14.6364	22
15.2011	24
15.2011	24
15.3015	24
15.3015	24
16.2421	5
16.3539	24
16.4058	31
16.7981	28
18.2822	28
18.3793	25
18.3893	26
18.4139	25
18.4562	28
18.8358	28
18.8358	28
20.4096	28
20.4469	35
20.4815	30
20.5161	32
20.5507	34
20.5853	34
20.6199	34
20.6546	34
21.0815	36
21.0815	36
22.435	37
22.4696	42
22.5069	37
22.5665	42
22.5907	41
22.6211	42
22.6557	42
22.693	46
22.7622	46
22.8141	52
23.1218	54
23.1491	61
23.5491	56
24.3238	60
24.3238	60
24.6069	62
24.6715	68
24.7334	66
24.7926	68
24.8545	68
25.1522	70
25.1895	70
25.5792	72
26.6473	72
27.2799	74
28.6727	71
29.0727	74
29.0727	74
29.2856	5
29.3106	74
29.6856	79
29.6856	74
29.6856	74
29.6856	74
29.6856	74
29.6856	74
29.6856	74
29.6856	74
29.6856	74
29.6857	74
29.6857	74
29.6857	74
30.7131	72
31.0981	74
31.0981	74
31.326	72
31.341	74
31.7256	74
33.1385	81
35.1439	81
35.1689	76
35.1985	159
35.2158	237
35.2235	76
35.2331	315
35.2505	393
35.2581	76
35.2851	473
35.337	642
35.3446	80
35.3544	724
35.3717	806
35.389	888
35.4063	970
35.4138	80
35.4236	1052
35.4583	1141
35.4756	1225
35.483	82
35.4929	1309
35.5102	1393
35.5176	82
35.5275	1477
35.5448	1561
35.5622	1645
35.5868	87
35.6214	84
35.6314	1899
35.656	86
35.666	1987
35.6833	2075
35.6906	86
36.1005	2252
36.125	90
36.5003	2347
36.5005	2437
37.0999	90
37.0999	90
37.0999	90
37.0999	90
37.1497	2527
37.167	2617
37.1743	88
37.2143	2707
37.2389	90
37.2663	2802
37.2909	2892
37.2909	88
37.3009	2980
37.3156	3068
37.3255	90
37.3429	3158
37.3602	3338
37.3608	3516
37.3608	92
