6.04069	0	2.01537
8.09067	2.01537	2.01537
8.14027	2.01537	2.01307
10.0911	2.01307	2.03038
10.121	2.03038	2.03038
10.1706	2.03038	2.03038
12.1065	2.03038	2.00538
12.211	2.00538	2.02038
14.2364	2.02038	2.00538
16.3539	2.00538	2.01308
16.4058	2.01308	2.01308
18.3793	2.01308	2.00538
18.4139	2.00538	2.00538
20.4096	2.00538	2.01038
20.4469	2.01038	2.01308
20.4815	2.01308	2.01308
20.5161	2.01308	2.03038
20.5507	2.03038	2.01308
21.0815	2.01308	2.40538
22.435	2.40538	2.00538
22.4696	2.00538	2.00538
22.5069	2.00538	2.00538
22.5665	2.00538	2.01308
22.5907	2.01308	2.00538
22.6211	2.00538	2.01308
22.6557	2.01308	2.02038
22.693	2.02038	2.01308
22.8141	2.01308	2.03039
23.1218	2.03039	2.02039
23.1491	2.02039	2.03039
23.5491	2.03039	2.03038
24.6069	2.03038	2.02039
24.6715	2.02039	2.03039
24.7334	2.03039	2.02039
24.7926	2.02039	2.03039
24.8545	2.03039	2.03039
25.1522	2.03039	2.03039
26.6473	2.03039	2.02039
27.2799	2.02039	2.4054
28.6727	2.4054	2.00539
29.3106	2.00539	2.03064
30.7131	2.03064	2.02039
31.326	2.02039	2.01539
33.1385	2.01539	2.4054
35.1439	2.4054	2.00539
35.1985	2.00539	2.00541
35.2158	2.00541	2.00543
35.2331	2.00543	2.00545
35.2505	2.00545	2.00547
35.2851	2.00547	2.00549
35.337	2.00549	2.02283
35.337	2.02283	2.00553
35.3544	2.00553	2.00555
35.3717	2.00555	2.00557
35.389	2.00557	2.00559
35.4063	2.00559	2.00561
35.4236	2.00561	2.00563
35.4583	2.00563	2.00565
35.4756	2.00565	2.00567
35.4929	2.00567	2.00569
35.5102	2.00569	2.00571
35.5275	2.00571	2.00573
35.5448	2.00573	2.00574
35.5622	2.00574	2.00574
35.5868	2.00574	2.0131
35.6214	2.0131	2.0304
35.6314	2.0304	2.00576
35.666	2.00576	2.00577
35.6833	2.00577	2.00578
36.1005	2.00578	2.00573
37.1497	2.00573	2.00581
37.167	2.00581	2.00582
37.2143	2.00582	2.00583
37.2663	2.00583	2.00584
37.2909	2.00584	2.00584
37.3009	2.00584	2.00585
37.3429	2.00585	2.00587
37.3602	2.00587	2.00588
37.3608	2.00588	2.0059
37.4022	2.0059	2.02004
37.4227	2.02004	2.02322
37.4227	2.02322	2.00592
37.44	2.00592	2.00594
37.4818	2.00594	2.0304
