6.04069	2920	9477
8.09067	9477	10945
8.14027	10945	14686
8.14027	14686	13218
10.0911	13218	11750
10.0911	11750	13218
10.121	13218	14688
10.1706	14688	16166
12.1065	16166	17646
12.1065	17646	13236
12.1588	13236	14704
12.211	14704	10286
12.211	10286	13226
14.2364	13226	20638
14.2364	20638	14748
16.3539	14748	16166
16.3539	16166	25012
16.4058	25012	14728
16.4058	14728	13256
18.3793	13256	11784
18.3793	11784	16206
18.4139	16206	25012
18.4139	25012	29444
18.4562	29444	30918
20.4096	30918	33882
20.4469	33882	35424
20.4469	35424	33948
20.4815	33948	36900
20.5507	36900	39852
20.5853	39852	38376
20.5853	38376	41328
20.6199	41328	44280
20.6546	44280	47232
21.0815	47232	50184
22.435	50184	48708
22.435	48708	5840
22.4696	5840	50184
22.4696	50184	5840
22.5069	5840	10268
22.5069	10268	5840
22.5665	5840	8792
22.5665	8792	5840
22.5907	5840	42844
22.5907	42844	41368
22.5907	41368	5840
22.6211	5840	8792
22.6211	8792	5840
22.6557	5840	8792
22.6557	8792	5840
22.693	5840	8792
22.693	8792	5840
22.7622	5840	4364
22.7622	4364	10268
22.7622	10268	5840
22.8141	5840	7316
22.8141	7316	5840
23.1218	5840	4364
23.1218	4364	7320
23.1218	7320	5840
23.1491	5840	4362
23.1491	4362	5840
23.5491	5840	7294
23.5491	7294	5840
24.6069	5840	50184
24.6069	50184	5840
24.6715	5840	7317
24.6715	7317	5840
24.7334	5840	26761
24.7334	26761	23789
24.7334	23789	5840
24.7926	5840	7340
24.7926	7340	5840
24.8545	5840	7323
24.8545	7323	5840
25.1522	5840	7340
25.1522	7340	5840
25.1895	5840	8806
25.1895	8806	5840
26.6473	5840	50184
26.6473	50184	5840
27.2799	5840	14772
27.2799	14772	5840
28.6727	5840	11828
28.6727	11828	5840
29.3106	5840	10344
29.3106	10344	5840
30.7131	5840	8824
30.7131	8824	5840
31.326	5840	7332
31.326	7332	5840
33.1385	5840	50184
33.1385	50184	53192
35.1439	53192	54700
35.1985	54700	56256
35.1985	56256	51738
35.2158	51738	53246
35.2331	53246	51738
35.2331	51738	53246
35.2505	53246	54754
35.2851	54754	56262
35.337	56262	54754
35.337	54754	56262
35.337	56262	57770
35.3544	57770	56262
35.3544	56262	57770
35.3717	57770	59278
35.389	59278	60786
35.4063	60786	62294
35.4236	62294	63802
35.4583	63802	65310
35.4756	65310	66818
35.4929	66818	65310
35.4929	65310	66818
35.5102	66818	68326
35.5275	68326	69834
35.5448	69834	71342
35.5622	71342	72850
35.5868	72850	74358
35.6214	74358	75866
35.6314	75866	77374
35.666	77374	75866
35.666	75866	77374
35.6833	77374	78882
36.1005	78882	77374
36.1005	77374	77840
37.1497	77840	76332
37.1497	76332	77840
37.167	77840	79348
37.2143	79348	80854
37.2663	80854	81040
37.2663	81040	74918
37.2909	74918	73412
37.2909	73412	74920
37.3009	74920	76426
37.3429	76426	77986
37.3602	77986	76478
37.3602	76478	78038
37.3608	78038	79548
37.4022	79548	81058
37.4227	81058	79548
37.4227	79548	81062
37.4227	81062	82576
37.44	82576	84090
37.4818	84090	85606
37.4992	85606	84088
37.4992	84088	85656
37.5261	85656	84138
37.5261	84138	85656
37.5781	85656	84138
37.5781	84138	85656
37.5781	85656	84138
37.5781	84138	85660
37.5928	85660	87184
37.6054	87184	88710
37.6227	88710	90238
37.6471	90238	91768
37.6725	91768	93348
37.6746	93348	91816
37.6746	91816	93346
37.6846	93346	94876
37.702	94876	96406
37.7263	96406	97938
37.7366	97938	99470
37.7609	99470	101002
37.7955	101002	104066
37.8301	104066	105598
37.8647	105598	107130
37.8993	107130	105598
37.8993	105598	108662
38.1073	108662	107130
38.1073	107130	108714
38.1267	108714	110250
39.2009	110250	108716
39.2009	108716	110252
39.2009	110252	111788
39.2917	111788	121056
39.3213	121056	124172
39.4276	124172	119984
39.4276	119984	118448
39.4531	118448	120044
39.4804	120044	121588
39.515	121588	120044
39.515	120044	123138
39.5389	123138	119986
39.5389	119986	124692
39.5836	124692	123142
39.5836	123142	127906
39.6159	127906	131001
39.6505	131001	134095
39.6851	134095	137190
