4.00531	12
4.00532	5
6.01089	5
6.02069	5
6.04069	6
6.05569	8
8.06107	10
8.06607	10
8.09607	12
8.47107	12
8.47107	12
10.0914	10
10.7214	14
10.7214	14
10.8761	16
10.8761	16
12.1318	16
12.3168	18
12.3168	18
12.7531	20
14.1628	24
14.3478	24
15.7219	31
15.7219	26
16.1938	30
16.3788	30
17.7536	32
18.4098	34
19.7846	34
21.1596	34
21.1596	34
21.1596	34
21.1596	34
21.1596	39
21.1596	34
21.1596	34
21.1596	34
21.1596	34
21.1596	34
21.1596	34
21.1596	34
21.1596	34
21.1597	34
21.1597	34
21.1597	39
21.1597	34
21.1597	34
21.1597	34
21.1597	34
21.1597	34
21.1597	34
21.1597	34
21.1597	34
21.1597	34
21.1597	39
21.1597	34
21.1597	34
21.1597	34
21.1598	34
21.1598	34
21.1598	34
21.1598	34
21.1598	34
21.1598	34
21.1598	39
21.1598	34
21.1598	34
21.1598	34
21.1598	34
21.1598	34
21.1598	34
23.1752	42
23.1812	50
23.22	74
32.425	71
32.4251	71
42.2301	75
44.2612	75
46.2766	74
46.3116	77
48.2919	5
48.302	80
48.302	74
48.3174	235
48.3174	310
48.3175	385
48.3175	460
48.3423	77
50.3078	612
50.308	766
50.3081	843
50.3082	920
50.3083	1002
50.3084	1079
50.3085	1154
50.3086	1229
50.3087	1304
50.3088	1379
50.309	1454
50.3091	1529
50.3092	1604
50.324	1756
50.3241	1838
50.3243	1915
50.3246	2069
50.3248	2146
50.325	2223
50.3252	2300
50.3254	2377
50.3256	2454
50.3256	76
50.3258	2531
50.3262	2690
50.3265	2767
50.3267	2844
50.3269	2921
50.3277	3152
50.328	3229
50.3282	3306
50.3294	3619
50.33	3773
50.3316	4158
50.3323	4317
50.3327	4394
50.3338	4625
50.3346	4779
50.3362	5087
50.3366	5169
50.337	5246
50.3371	76
50.3375	5325
50.3379	5404
50.3384	5483
50.3393	5641
50.3398	5720
50.3402	5799
50.3412	5962
50.3417	6041
50.3422	6120
50.3427	6199
50.3442	6436
50.3464	6758
50.3475	6925
50.3481	7006
50.3487	7087
50.3493	7168
50.3511	7411
50.3523	7573
50.3535	7740
50.3548	7902
50.3568	8147
50.3575	87
52.3195	8935
52.3217	9196
52.3225	9283
52.3272	9810
52.3296	10071
52.3304	10158
52.3338	10511
52.3355	10685
52.3427	11365
52.3446	11540
52.3475	11795
52.3484	11880
52.3494	11965
52.3504	12050
52.3534	12305
52.3544	12395
52.3574	12650
52.3616	12990
52.3659	13339
52.3726	13861
52.3772	14209
52.3831	14649
52.3843	14736
52.3891	15084
52.3929	15350
52.4004	86
52.4018	15959
52.4044	16138
52.4097	16486
52.4111	16573
52.4207	17187
52.4221	17274
52.425	17448
52.4307	17796
52.4395	18323
52.4548	19198
52.4564	19285
52.4643	19720
52.466	19807
52.4692	19986
52.4741	20247
52.4758	20334
52.4875	20948
52.4944	21296
52.4979	21470
52.5103	22090
52.5287	22975
52.54	23503
52.5419	23591
52.5655	87
52.5675	24745
52.5736	25009
52.5818	25361
52.6007	26158
52.6268	27219
52.629	27307
52.6516	28192
52.8439	87
52.8931	36333
52.963	38367
53.273	87
53.3956	92
53.3956	87
53.3956	87
53.3956	87
53.3956	87
53.3956	87
53.3957	87
53.3957	87
53.3957	87
53.3957	87
53.3957	92
53.3957	87
53.3957	87
53.3957	87
53.3957	87
53.3957	87
53.3958	87
53.3958	87
53.3958	87
53.3958	92
53.3958	90
53.3958	92
53.3958	87
53.3958	88
53.3958	87
53.3958	87
53.3959	90
53.3959	90
53.3959	93
53.3959	90
53.3959	90
53.3959	87
53.3959	90
53.4096	90
