3.0028	1204
5.00812	1206
5.00822	1206
5.00837	1460
5.00849	1460
5.01818	1473
5.02818	1468
7.02368	1466
7.03356	1468
7.0384	8
7.04356	1468
7.06856	1468
9.04905	2940
9.09393	1468
11.0894	1468
11.0994	1468
11.5093	1468
11.5193	1470
13.1298	1470
13.1398	1470
13.5597	1470
14.5243	10
14.5243	10
15.1367	10332
15.1452	1470
15.1552	1470
15.3461	13284
16.1897	14
16.1897	14
16.1897	14
17.1442	13320
17.1453	11
17.1515	13345
17.1548	13387
17.1626	13415
17.1752	14
17.3591	13579
17.3613	13605
17.3691	13696
17.3714	13722
17.3746	13
17.377	13787
17.3848	13878
17.3882	13917
17.3905	13943
17.3951	13995
17.3962	14008
17.4088	14151
17.4088	13
17.4215	14294
17.4227	14307
17.425	14333
17.4274	14359
17.4344	14437
17.4415	14515
17.445	14554
17.4474	14580
17.4521	14632
17.4545	14658
17.4545	13
17.4713	14840
17.4737	14866
17.4774	14905
17.481	14944
17.4859	14996
17.4932	15074
17.4969	15113
17.4982	15126
17.4994	15139
17.5019	15165
17.513	15282
17.513	13
17.5205	15360
17.5268	15425
17.5293	15451
17.5343	15503
17.5368	15529
17.5381	15542
17.5419	15581
17.5432	15594
17.5444	15607
17.5534	15698
17.5546	15711
17.5598	15763
17.5636	15802
17.5675	15841
17.5688	15854
17.5856	16023
17.5869	16
17.5869	16
17.5869	16
17.5869	16
18.1977	16071
18.199	16087
18.2003	16103
18.2016	16119
18.2109	16231
18.2188	16327
18.2322	16487
18.2349	16519
18.2362	16535
18.2538	16743
18.2538	18
19.1646	16941
19.166	16959
19.1743	17067
19.1799	17139
19.1813	17157
19.1841	17193
19.1855	17211
19.1996	17391
19.2024	17427
19.2038	17445
19.2081	17499
19.2152	17589
19.2195	17643
19.2209	17661
19.2383	17877
19.2441	17949
19.25	18021
19.2559	18093
19.2588	17
19.2603	18147
19.2662	18219
19.2677	18237
19.2722	18291
19.2751	18327
19.2766	18345
19.2826	18417
19.2841	18435
19.2977	18597
19.3022	18651
19.3205	18867
19.3282	18957
19.3313	18993
19.3344	19029
19.3359	19047
19.339	19083
19.3406	19101
19.3421	19119
19.3531	19245
19.3609	19335
19.3879	19641
19.3895	19659
19.3927	19695
19.3927	17
19.3959	19731
19.4055	19839
19.4169	19965
19.4234	20037
19.4332	20145
19.4414	20235
19.4463	20289
19.4546	20379
19.4763	20613
19.4813	20667
19.4931	20793
19.4999	20865
19.5033	20901
19.5135	21009
19.5221	21099
19.5238	21117
19.5255	21135
19.529	21171
19.5359	21243
19.5515	21405
19.5532	17
19.562	21513
19.5655	21549
19.576	21657
19.5813	21711
19.5866	21765
19.5919	21819
19.6079	21981
19.6151	22055
19.6277	22195
19.6458	22395
19.6495	22435
19.6513	22455
19.6789	22755
19.6938	22915
19.7068	23055
19.7087	23075
19.737	23375
19.7466	23475
19.7485	19
19.7561	23583
19.758	23605
19.7715	23759
19.8323	24441
19.8603	24749
19.8744	24903
19.8866	25035
19.8907	25079
19.9071	25255
19.9174	25365
19.9236	25431
19.9485	25695
19.9843	21
19.9907	26135
19.9992	26223
20.0141	26377
20.0487	26729
20.1348	27587
20.2187	45
20.2187	53
20.2187	57
20.2187	61
20.2187	61
20.2188	65
20.2188	73
20.2188	80
20.2188	81
20.2188	83
20.2188	87
20.2188	87
20.2188	87
20.2188	87
20.2188	87
20.2189	87
20.2189	87
20.2189	87
20.2189	87
20.2189	87
20.2189	87
20.2189	87
20.2189	87
20.2189	87
20.2189	87
20.219	87
20.219	87
20.219	87
20.219	87
20.219	87
20.219	87
20.219	87
20.219	87
20.219	87
20.219	87
20.2191	87
20.2191	87
20.2191	87
20.2191	87
20.2191	87
20.2191	87
20.2191	87
20.2191	87
20.2191	87
20.2191	88
20.2192	88
20.2192	87
20.2192	90
20.2192	87
20.2192	87
20.2192	88
20.2192	90
20.2192	90
20.2192	90
20.2193	90
20.2421	88
20.2844	90
20.3756	90
20.4412	90
21.3707	112
21.8874	168
23.5649	174
23.5649	174
23.5649	174
23.5649	174
26.0925	174
26.0925	174
30.8976	174
30.8977	174
36.1028	174
36.1028	174
40.1329	174
41.7079	174
41.7079	174
47.7131	174
47.7131	174
54.1182	174
54.1182	174
